PHOSPHO-BAES	EG11617		BaeS sensory histidine kinase - phosphorylated	BaeS-P<SUP>his250</SUP>
PHOSPHO-UHPB	EG11052		UhpB sensory histidine kinase - phosphorylated	UhpB-P<sup>his313</sup>
UHPB-MONOMER	EG11052	P09835	UhpB sensory histidine kinase	
THIS-MONOMER	G1	O32583	ThiS protein	ThiS
PHOP-MONOMER	EG10731	P23836	PhoP	PhoP, PhoP response regulator
PHOSPHO-PHOP	EG10731		PhoP-Phosphorylated DNA-binding transcriptional dual regulator	PhoP, PhoP-P<sup>asp51</sup>, PhoP response regulator - phosphorylated
EVGA-MONOMER	EG11609	P0ACZ4	EvgA transcriptional activator	EvgA response regulator
PHOSPHO-EVGA	EG11609		EvgA-Phosphorylated DNA-binding transcriptional activator	EvgA-P<SUP>asp</SUP>, EvgA response regulator - phosphorylated
G6655-MONOMER	G6655	P77366	&beta;-phosphoglucomutase	YcjU, PgmB
NARQ-MONOMER	EG11460	P27896	NarQ	nitrate/nitrite sensor kinase
PHOSPHO-NARQ	EG11460		NarQ sensory histidine kinase - phosphorylated	NarQ, NarQ-P<SUP>his370</SUP>
PHOSPHO-KDPD			KdpD sensory histidine kinase - phosphorylated	Kac, KdpD-P<sup>his673</sup>
EG12407-MONOMER	EG12407	P37595		Spt, IaaA, YbiK
MONOMER0-2	EG12407		&alpha; cleavage product of IaaA	Spt, IaaA, YbiK
MONOMER0-3	EG12407		&beta; cleavage product of IaaA	Spt, IaaA, YbiK
RCSC-MONOMER	EG10822	P14376	RcsC sensory histidine kinase	
MONOMER0-4194	EG10822		RcsC sensory histidine kinase - asp875 phosphorylated	RcsC-P<sup>asp875</sup>
PHOSPHO-RCSC	EG10822		RcsC sensory histidine kinase - his 479 phosphorylated	RcsC-P<SUP>his479</SUP>, RcsC
CHEB-MONOMER	EG10147	P07330	CheB	protein-glutamate methylesterase, unmodified regulatory protein cheB, chemotaxis protein cheB
PHOSPHO-CHEB	EG10147		CheB-P<SUP>asp</SUP>	CheB, protein-glutamate methylesterase-P<SUP>asp</SUP>, regulatory protein domain cheB-asp-P, modified regulatory protein cheB, phospho-cheB, phosphorylated regulatory protein cheB, peptidoglutaminase II
ARCB-MONOMER	EG10062	P0AEC3	ArcB sensory histidine kinase	ArcB
PHOSPHO-ARCB-ASP	EG10062		ArcB sensory histidine kinase - asp576 phosphorylated	ArcB, ArcB-P<sup>asp576</sup>
PHOSPHO-ARCB-HIS	EG10062		ArcB sensory histidine kinase - his292 phosphorylated	ArcB, ArcB-P<sup>his292</sup>
PHOSPHO-ARCB717	EG10062		ArcB sensory histidine kinase - his717 phosphorylated	ArcB, ArcB-P<SUP>his717</SUP>
PHOSPHO-RSTA	G6864		RstA-Phosphorylated DNA-binding transcriptional regulator	UrpT, RstA-P<SUP>asp52</SUP>, RstA response regulator - phosphorylated
RSTA-MONOMER	G6864	P52108	RstA transcriptional regulator	UrpT, RstA, RstA response regulator
EG12658-MONOMER	EG12658	P40719	QseC sensory histidine kinase	YgiY
MONOMER0-4171	EG12658		QseC sensory histidine kinase - phosphorylated	YgiY, QseC-P<sup>his246</sup>
SDH-FE-S	EG10932	P07014	succinate:quinone oxidoreductase, iron-sulfur cluster binding protein	DhsB, SdhB
FUM-FE-S	EG10331	P0AC47	fumarate reductase iron-sulfur protein	FrdB
FERREDOXIN-MONOMER	EG11328	P0A9R4	reduced ferredoxin	Fdx
OX-FERREDOXIN	EG11328		oxidized ferredoxin	Fdx
MONOMER0-2261			NagC-NAcGlc-6-P	NagR, B0676, NagC
MONOMER0-157			MetJ-S-adenosylmethionine	B3938, MetJ, MetJ-SAM
CPLX0-8210			ExuR-&alpha;-D-galacturonate, &alpha;-D-glucuronate-DNA-binding transcriptional repressor	
CPLX0-8058			RutR-thymine	
CPLX0-7742			MprA-2,4-dinitrophenol	
CPLX0-7651			RutR-uracil	
CPLX-124			RhaS-L-rhamnose DNA-binding transcriptional activator	RhaS-rhamnose
MONOMER0-2162			UlaR-L-ascorbate-6P	YjfQ, B4191, UlaR
MONOMER0-1301			IdnR-5-ketogluconate DNA-binding transcriptional dual regulator	B4264, YjgS, GntH, IdnR
CPLX0-8162			YebK-2-dehydro-3-deoxy-D-gluconate 6-phosphate	
CPLX0-8055			AcrR-ethidium	
CPLX0-7735			AsnC-L-asparagine	
CPLX0-7619			RcnR-Co<SUP>2+</SUP>	
MONOMER0-183			FhlA-Formate DNA-binding transcriptional activator	Fhl, FhlA, FhlA-formate, B2731
MONOMER-58			MarR-salicylate	B1530, SoxQ, InaR, CfxB, MarR
CPLX0-8083			IscR-2Fe-2S DNA binding transcriptional repressor	
CPLX0-8048			Dan-L-tartrate DNA-binding transcriptional activator	
CPLX0-7715			IlvY-2-acetolactate DNA binding transcriptional dual regulator	
CPLX0-7605			IclR-pyruvate DNA-binding transcriptional repressor	
MONOMER0-562			GlcC-Glycolate DNA-binding transcriptional dual regulator	B2980, YghN, GlcC, GlcC-glycolate
MONOMER0-164			CynR-Cyanate DNA-binding transcriptional dual regulator	B0338, CynR, CynR-Cyanate
MONOMER-54			GlpR-glycerol-3-phosphate	B3423, GlpR
CPLX0-8071			AllR-allantoin	
CPLX0-8026			MetJ-MTA	
CPLX0-7701			MntR-Mn<sup>2+</sup>	
CPLX0-2781			CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator	
MONOMER0-2482			AlsR-allose	RpiR, YjcY, AlsR
MONOMER0-161			MelR-Melibiose transcriptional activator	B4118, MelR, MelR-melibiose
MONOMER-51			FadR-acyl-CoA	B1187, Ole, Dec, ThdB, OleR, FadR
CPLX0-8062			CaiF-L-carnitine DNA-binding Transcriptional Activator	
CPLX0-7750			LsrR-P-DPD	
CPLX0-7680			Zur-Zn<sup>2+</sup> DNA-binding transcriptional repressor	
CPLX-172			AraC-L-arabinose DNA-binding transcriptional activator	AraC-arabinose
MONOMER0-2341			NanR-NANA	B3226, YhcK, NanR
MONOMER0-158			MalT-Maltotriose-ATP DNA-binding transcriptional activator	MalA, B3418, MalT, MalT-maltotriose-ATP
MONOMER-2720			Cbl-APS	MetC, B1987, Cbl
CPLX0-8059			DgsA-EII	
CPLX0-7743			MprA-CCCP	
CPLX0-7670			ArgP-lysine	
CPLX-125			TrpR-Tryptophan DNA-binding transcriptional repressor	TrpR-trp
MONOMER0-2201			AllR-glyox	YbbU, B0506, AllR
MONOMER0-1441			MhpR-3HPP DNA-binding transcriptional activator	B0346, MhpR
CPLX0-8203			AcnB-4Fe-4S	
CPLX0-8056			TreR-trehalose 6-phosphate	
CPLX0-7736			ArsR-arsenite	
CPLX0-7620			Fur-Fe+2	
MONOMER0-2081			HcaR-HCA DNA-binding transcriptional dual regulator	B2537, YfhT, PhdR, HcaR
MONOMER-59			PdhR-pyruvate	B0113, YacB, GenA, PdhR
CPLX0-8085			PuuR-putrescine	
CPLX0-8051			CytR-cytidine	
CPLX0-7716			NemR-methylglyoxal	
CPLX0-7606			IclR-glyox	
MONOMER0-941			GcvR-gly	YffD, B2479, GcvR
MONOMER0-165			XylR-Xylose DNA-binding transcriptional dual regulator	B3569, XylR, XylR-xylose
MONOMER-55			GntR-gluconate	B3438, GntR
CPLX0-8074			ComR-Cu(I)	
CPLX0-8027			MetJ-adenine	
CPLX0-7702			CueR-Cu(I)	
CPLX0-6			ModE-MoO<sub>4</sub><sup>2-</sup> DNA-binding transcriptional dual regulator	ModE
MONOMER0-46			NhaR-Na<SUP>+</SUP> DNA-binding transcriptional activator	YaaB, AntO, B0020, NhaR, NhaR-Na<SUP>+</SUP>
MONOMER0-162			TyrR-Tyrosine DNA-binding transcriptional repressor	B1323, TyrR, TyrR-tyr
MONOMER-52			GalR-galactose	B2837, GalR
CPLX0-8069			YqjI-nickel	
CPLX0-7751			NsrR-nitric oxide	
CPLX0-7681			XapR-xanthosine DNA-binding transcriptional activator	
CPLX0-226			CRP-cAMP DNA-binding transcriptional dual regulator	CRP-cAMP
MONOMER0-2421			PrpR-2-methylcitrate DNA-binding transcriptional dual regulator	B0330, YahP, PrpR
MONOMER0-159			LacI-allolactose	B0345, LacI
MONOMER-47			RhaR-L-rhamnose DNA-binding transcriptional activator	B3906, RhaR, RhaR-rhamnose
CPLX0-8060			GcvA-gly	
CPLX0-7746			MurR-MurNAc-6-P	
CPLX0-7671			ArgP-arginine  DNA binding transcriptional dual regulator	
CPLX-127			Cra-fructose-1-phosphate	FruR-fructose-1-phosphate
MONOMER0-2221			AllS-allantoin DNA-binding transcriptional activator	YbbS, B0504, AllS
MONOMER0-155			Lrp-Leucine DNA-binding transcriptional dual regulator	Lss, Lrs, LivR, Ihb, AlsB, B0889, LstR, Mbf, OppI, RblA, Lrp, Lrp-leu
CPLX0-8209			UxuR-&alpha;-D-galacturonate,&alpha;-D-glucuronate-DNA-binding transcriptional repressor	
CPLX0-8057			GlpR-glycerol	
CPLX0-7739			ArsR-antimonite	
CPLX0-7650			FucR-L-fuculose-1-phosphate DNA-binding transcriptional activator	
CPLX-123			PurR-Hypoxanthine DNA-binding transcriptional repressor	PurR-hypoxanthine
MONOMER0-2101			UxuR-fructuronate	B4324, UxuR
MONOMER-60			RbsR-D-ribose	B3753, RbsR
CPLX0-8088			LsrR-AI-2	
CPLX0-8054			MurR-<i>N</i>-acetylmuramate 6-phosphate	
CPLX0-7729			PaaX-phenylacetyl-CoA	
CPLX0-7618			RcnR-nickel	
MONOMER0-1781			NikR-Ni transcriptional repressor	B3481, YhhG, NikR
MONOMER-56			GutR-sorbitol	B2707, GutR, SrlR
CPLX0-8079			ChbR-<i>N</i>-monoacetylchitobiose-6-phosphate	
CPLX0-8047			NsrR-nitric oxide	
CPLX0-7714			DsdC-D-serine DNA binding transcriptional dual regulator	
CPLX0-7541			AlaS-L-alanine	
MONOMER0-49			BetI-choline	B0313, BetI
MONOMER0-163			TyrR-Phenylalanine DNA-binding transcriptional repressor	B1323, TyrR, TyrR-phe
MONOMER-53			GalS-galactose	B2151, MglD, GalS
CPLX0-8070			DksA-ppGpp	
CPLX0-7752			MetR-L-homocysteine	
CPLX0-7689			LldR-L-lactose DNA-binding transcriptional dual regulator	
CPLX0-228			ArgR-L-arginine DNA-binding transcriptional dual regulator	ArgR-arg
MONOMER0-2461			MtlR-mannitol	B3601, MtlR
MONOMER0-160			DnaA-ATP transcriptional dual regulator	B3702, DnaA, DnaA-ATP
MONOMER-48			BirA-bio-5'-AMP DNA-binding transcriptional repressor	DhbB, BioR, BirA, BirA-bio-5'-AMP
CPLX0-8061			NrdR-Zn<sup>2+</sup> DNA-binding transcriptional repressor	
CPLX0-7749			LsrR-DHPD	
CPLX0-7677			ZntR-Zn<sup>2+</sup> transcriptional activator	
CPLX-128			Cra-fructose-1,6-bisphosphate	FruR-fructose-1,6-bisphosphate
CPLX0-2681			ClpXP protease specificity-enhancing factor	
CPLX0-8015			ethanol dehydrogenase / alcohol dehydrogenase	
TMAOREDUCTI-CPLX			trimethylamine N-oxide reductase TorCA	menaquinol:trimethylamine N oxide oxidoreductase
CPLX0-246			L-cysteine desulfurase	
CPLX0-7993			ureidoglycolate dehydrogenase	
SPERMIDINESYN-CPLX			spermidine synthase	
CPLX0-236			arylamine <i>N</i>-acetyltransferase	
CPLX0-7975			NadR DNA-binding transcriptional repressor and NMN adenylyltransferase	
RIB5PISOMB-CPLX			allose-6-phosphate isomerase / ribose-5-phosphate isomerase B	
CPLX0-2061			2,3-diketo-L-gulonate reductase	
CPLX0-7950			2-hydroxy-6-oxononatrienedioate hydrolase	
PROS-CPLX				
CPLX0-1668			anaerobic fatty acid oxidation complex	
CPLX0-7927			NADPH-dependent curcumin/dihydrocurcumin reductase	
PHES-CPLX				
CPLX0-1262				
CPLX0-7887			glutamate-pyruvate aminotransferase	
PC00007			TrpR transcriptional repressor	TrpR
CPLX-8332			MoaC hexamer	
CPLX0-7839			CSD sulfur transfer protein	
NUCLEOSIDE-DIP-KIN-CPLX			nucleoside diphosphate kinase	
CPLX-166			mannitol PTS permease	EIIMtl
CPLX0-7810			EfeB dimer	B1019, YcdB
NAD-SYNTH-CPLX			NAD synthetase, NH<sub>3</sub>-dependent	
CHORISMUTPREPHENDEHYDRAT-CPLX			chorismate mutase / prephenate dehydratase	chorismate mutase-prephenate hydrolyase(decarboxylating), P-protein
CPLX0-7766			proofreading thioesterase in enterobactin biosynthesis	
LYSU-CPLX				
ATPE-CPLX			ATP synthase F<sub>0</sub> complex - subunit c	
CPLX0-7733			AsnC DNA-binding transcriptional dual regulator	
HYDROPEROXIDII-CPLX			catalase II	catalase HPII, HPII, hydroperoxidase II, HPIII
ASNSYNB-CPLX			asparagine synthetase B	
CPLX0-7712			GDP-mannose mannosyl hydrolase	
GSAAMINOTRANS-CPLX				
ANSB-CPLX			asparaginase II	AsnII
CPLX0-7688			succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>)	
GLUTDECARBOXA-CPLX				
ADENYLYLSULFKIN-CPLX				
CPLX0-7662				
GCVMULTI-CPLX			glycine cleavage system	
ACETOLACTSYNI-CPLX				acetohydroxybutanoate synthase I, acetohydroxy-acid synthase I, acetolactate synthase I, AHASI
CPLX0-7642			osmolyte:H<sup>+</sup> symporter ProP	PPII, proline permease II, ProP osmosensory MFS transporter
FOLXTET-CPLX			dihydroneopterin triphosphate 2'-epimerase	
ABC-55-CPLX			putative transport complex, ABC superfamily	
CPLX0-7616			tartronate semialdehyde reductase 2	
ENTMULTI-CPLX				enterobactin synthetase multienzyme complex
ABC-33-CPLX			xylose ABC transporter	XylFGH
CPLX0-7532			ammonia / ammonium transporter	
DMBPPRIBOSYLTRANS-CPLX				
ABC-18-CPLX			methyl-&beta;-D-galactoside / galactose ABC transporter	MglBAC
CPLX0-7425			HipAB toxin/antitoxin complex and DNA-binding transcriptional repressor	HipBA
DCYSDESULF-CPLX				
3-ISOPROPYLMALDEHYDROG-CPLX				
CPLX0-3970			murein tripeptide ABC transporter OppBCDFMppA	
CPLX0-921			periplasmic chaperone, inhibitor of vertebrate C-type lysozyme	
CPLX0-3948				
CPLX0-8202			alanine racemase 1, PLP-binding, biosynthetic	
CPLX0-3923			predicted monooxygenase	
CPLX0-8182			N<sup>6</sup>-L-threonylcarbamoyladenine synthase	
CPLX0-3661			fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	
CPLX0-8159			putrescine aminotransferase	
CPLX0-3323			holocytochrome <I>c</I> synthetase	cytochrome <i>c</i> heme lyase
CPLX0-8119			predicted PTS permease FryBCA	
CPLX0-3101			ClpP serine protease	
CPLX0-8097				
UDHA-CPLX			pyridine nucleotide transhydrogenase, soluble	
CPLX0-263			isoaspartyl dipeptidase / asparaginase III	asparaginase 3
CPLX0-8012				
THREODEHYD-CPLX				
CPLX0-244				
CPLX0-7989			murein tripeptide amidase A	
SIROHEMESYN-CPLX			siroheme synthase	
CPLX0-232			predicted PTS permease GlvCB (cryptic)	EIIBCGlv
CPLX0-7970			HypT-[Met]reduced	YjiE
RECFOR-CPLX			RecFOR complex	
CPLX0-1962			3-hydroxy acid dehydrogenase	
CPLX0-7945			zinc-binding phosphatase	
PPK-CPLX				
CPLX0-1642			ribonuclease E inhibitor protein A	
CPLX0-7921			mannose PTS permease - ManX subunit	IIABMan, IIAB<sup>man</sup>
PEPSYNTH-CPLX			phosphoenolpyruvate synthetase	
CPLX0-1241			MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity	
CPLX0-7879			NusB-S10 complex	NusB-NusE complex
PC00003			AraC DNA-binding transcriptional dual regulator	AraC
CPLX-722			periplasmic protein with phosphoanhydride phosphatase and multiple inositol-polyphosphate phosphatase activity	
CPLX0-7836			predicted structural protein, ethanolamine utilization microcompartment	
NRDE-CPLX			ribonucleoside-diphosphate reductase 2, &alpha; subunit dimer	
CPLX-159			predicted PTS permease FrvAB	EII<sup>Frv</sup>, Enzyme II<sup>Frv</sup>
CPLX0-7806			disulfide reductase	
CARNDEHYDRA-CPLX				
CPLX0-7759			MetR DNA-binding transcriptional dual regulator	
LUMAZINESYN-CPLX			6,7-dimethyl-8-ribityllumazine synthase	
ATPA-CPLX			ATP synthase F<sub>1</sub> complex - alpha subunit	
CPLX0-7728			tRNA pseudouridine synthase I	
HOMSUCTRAN-CPLX				
AROH-CPLX				
CPLX0-7709				
GMP-REDUCT-CPLX				
AMP-NUCLEOSID-CPLX				
CPLX0-7685			hypoxanthine phosphoribosyltransferase	
GLUTAMINESYN-OLIGOMER				
ADCLY-CPLX				
CPLX0-7658			<i>N</i>-acetylneuraminate mutarotase	
GALACTOACETYLTRAN-CPLX				
ABC-8-CPLX			dipeptide ABC transporter	DppABCDF
CPLX0-7633			L-fuculose-phosphate aldolase	
FLAGELLAR-MOTOR-COMPLEX			Flagellar Motor Complex	
ABC-52-CPLX			putative transport complex, ABC superfamily	
CPLX0-7613			predicted carboxysome structural protein	
ENOLASE-CPLX				
ABC-3-CPLX			lysine / arginine / ornithine ABC transporter	
CPLX0-7525			2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	
DIHYDROXYACIDDEHYDRAT-CPLX			dihydroxy acid dehydratase	2,3-dihydroxy-acid hydro-lyase
ABC-14-CPLX			histidine ABC transporter	
CPLX0-7421			tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase	
DALADEHYDROG-CPLX			D-amino acid dehydrogenase	
CPLX0-3959			Xer site-specific recombination system	
CPLX0-881			ClpA ATP-dependent protease specificity component and chaperone	
CPLX0-3939			universal stress protein UP12	
CPLX0-8199				
CPLX0-3901			&alpha;-D-xyloside xylohydrolase	
CPLX0-8179			peptidoglycan glycosyltransferase - peptidoglycan D,D transpeptidase	LpoA-MrcA complex
CPLX0-3602			RNase T	
CPLX0-8156				
CPLX0-3241			NapGH, alternative quinol dehydrogenase	
CPLX0-8113			negative regulator of the <i>Pho</i> regulon	
CPLX0-3041			peptidase T	aminotripeptidase, tripeptide aminopeptidase
CPLX0-8092			bifunctional &beta;-cystathionase, PLP-dependent and regulator of maltose regulon	
TRYPTOPHAN-CPLX				
CPLX0-255				
CPLX0-801			periplasmic acid stress chaperone	
THIOREDOXIN-REDUCT-NADPH-CPLX				
CPLX0-2424			topoisomerase IV	
CPLX0-7986			HypCD complex involved in hydrogenase maturation	
SECD-SECF-YAJC-YIDC-CPLX			SecD-SecF-YajC-YidC Secretion Complex	
CPLX0-229				
CPLX0-7962			L-amino acid N-acyltransferase	
QOR-CPLX				
CPLX0-1941			ferric enterobactin outer membrane transport complex	
CPLX0-7940			CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase	
PKI-COMPLEX			pyruvate kinase I	type I pyruvate kinase, pyruvate kinase type F
CPLX0-1581			palmitoyl transferase for Lipid A	
CPLX0-7914			multifunctional nuclease Cas1	
PDXH-CPLX				
CPLX0-1162			HslV hexamer	
CPLX0-7870			AtoS sensory histidine kinase	
PANTOATE-BETA-ALANINE-LIG-CPLX				
CPLX-63			trimethylamine N-oxide reductase TorYZ	menaquinol:trimethylamine N-oxide oxidoreductase
CPLX0-7826			dITP/XTP pyrophosphatase	
NITRITREDUCT-CPLX				NirB
CPLX-156			predicted PTS permease CmtBA	EII<sup>Cmt</sup>, Enzyme II<sup>Cmt</sup>
CPLX0-7801			predicted structural protein, ethanolamine utilization microcompartment	
METHGLYSYN-CPLX			methylglyoxal synthase	
BRANCHED-CHAINAMINOTRANSFER-CPLX			branched-chain amino-acid aminotransferase	BCAT, transaminase B
CPLX0-7756			NsrR DNA-binding transcriptional repressor	
LDC2-CPLX			lysine decarboxylase 2	LDC2
ASPS-CPLX				
CPLX0-7725			CRISPR-associated complex for antiviral defense	Cascade
HMP-P-KIN-CPLX				hydroxymethylpyrimidine kinase 2
AROD-CPLX				
CPLX0-7705			Fis DNA-binding transcriptional dual regulator	
GLYOHMETRANS-CPLX			serine hydroxymethyltransferase	
ALPHA-SUBUNIT-CPLX			formate dehydrogenase N, subcomplex	
CPLX0-7682			iron-sulfur cluster scaffold protein	
GLUTAMIDOTRANS-CPLX				
ACSERLYA-CPLX			<i>O</i>-acetylserine sulfhydrylase A	cysteine synthase A
CPLX0-7654			glycerol channel GlpF	GlpF glycerol MIP channel
FUMARASE-C			fumarase C	
ABC-64-CPLX				TauA/TauB/TauC ABC transporter
CPLX0-7630			multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	TAP complex
FADB-CPLX			fatty acid oxidation complex, &alpha; component	
ABC-49-CPLX			glutathione ABC transporter	
CPLX0-7609				
E3-CPLX			lipoamide dehydrogenase	
ABC-27-CPLX			phosphate ABC transporter	pstSCAB
CPLX0-7466			xylulokinase	
DIHYDROOROT-CPLX				
ABC-11-CPLX			iron (III) hydroxamate ABC transporter	
CPLX0-7417			IS2 insertion element repressor InsA	
CYT-O-UBIOX-CPLX			cytochrome <i>bo</i> terminal oxidase	ubiquinol oxidase (H<sup>+</sup>-transporting), cytochrome <i>bo<sub>3</sub></i> ubiquinol oxidase, cytochrome <i>bo</i> ubiquinol oxidase, cytochrome <i>o</i> ubiquinol oxidase, ubiquinol:oxygen oxidoreductase, cytochrome b562-o complex, cytochrome <i>bo<sub>3</sub></i>
CPLX0-8214			carboxylesterase	
CPLX0-3936			dihydroneopterin aldolase	
CPLX0-8192			nucleotide exchange factor	
CPLX0-3841				
CPLX0-8176				
CPLX0-3561			GTP hydrolase involved in nickel liganding into hydrogenases	
CPLX0-8152			cystine / cysteine ABC transporter	
CPLX0-321				
CPLX0-8110			molybdenum cofactor insertion chaperone for PaoABC	
YDGEF-CPLX			multidrug / spermidine efflux transporter	MdtJI spermidine SMR transporter
CPLX0-301				
TRANSKETOI-CPLX			transketolase I	
CPLX0-253			NADPH dehydrogenase (quinone)	
CPLX0-8006			enoyl-[acyl-carrier-protein] reductase	enoyl-ACP reductase
SUPEROX-DISMUTMN-CPLX			superoxide dismutase (Mn)	
CPLX0-241			tagatose-1,6-bisphosphate aldolase 2	
CPLX0-7983			mechanosensitive channel YbiO	
SAICARSYN-CPLX				
CPLX0-224			NADPH-dependent FMN reductase	
CPLX0-7959			adenylosuccinate lyase	
PYRROLINECARBREDUCT-CPLX				
CPLX0-1881			enamine/imine deaminase, redox regulated chaperone	
CPLX0-7936				
CPLX0-1461			HF-I, host factor for RNA phage Q &beta; replication	Hfq
CPLX0-7910			DNA polymerase III, &psi;-&chi; subunit	
PC00084			RcsAB DNA-binding transcriptional dual regulator	RcsAB
CPLX0-1141			selenocysteine synthase	
CPLX0-7852			GadE-RcsB DNA binding transcriptional activator	GadRcs
OROTPDECARB-CPLX				
CPLX-3944			FecAR Signal Transduction System	
CPLX0-7822			MqsA-MqsR antitoxin/toxin complex	MqsAR
NIRB-CPLX			dimer of large subunit of nitrite reductase	
CPLX-153			&beta;-glucoside PTS permease AscF (cryptic)	EIIBC<sup>asc</sup>, Enzyme IIBC<sup>asc</sup>
CPLX0-7795			KdpE-Phosphorylated DNA-binding transcriptional activator	KdpE-P<sup>asp52</sup>, KdpE response regulator - phosphorylated
MENE-CPLX				
BETAGALACTOSID-CPLX			&beta;-galactosidase	&beta;-D-galactoside galactohydrolase, &beta;-D-galactosidase, lactase
CPLX0-7748			CpxR-P<sup>asp</sup> DNA-binding transcriptional dual regulator	CpxR-P<sup>asp51</sup>, CpxR response regulator - phosphorylated
KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX			multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase	
ASPKINIHOMOSERDEHYDROGI-CPLX				aspartate kinase I, aspartokinase I, homoserine dehydrogenase I
CPLX0-7722				
HISS-CPLX				
ARGDECARBOXBIO-CPLX				
CPLX0-7697			MukEF complex	
GLYCOPHOSPHORYL-CPLX				
ALAS-CPLX			alanyl-tRNA synthetase and DNA-binding transcriptional repressor	
CPLX0-7675			2Fe-2S cluster-containing protein	
GLUCOSE-1-PHOSPHAT-CPLX			glucose-1-phosphatase	
ACETYLORNTRANSAM-CPLX			<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase	
CPLX0-7649			L-rhamnose mutarotase	
FRUCBISALD-CLASSII			fructose bisphosphate aldolase class II	
ABC-61-CPLX			putative transport complex, ABC superfamily	
CPLX0-7627			mechanosensitive channel MscL	
FABB-CPLX			KASI	&beta;-ketoacyl-ACP synthase I, 3-oxoacyl-ACP-synthase I, KASI
ABC-45-CPLX			phospholipid ABC transporter	
CPLX0-7564			1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
E1O			2-oxoglutarate decarboxylase, thiamine-requiring	
ABC-24-CPLX			putrescine / spermidine ABC transporter	
CPLX0-7458			glycolate oxidase	
DIACYLGLYKIN-CPLX				
7-ALPHA-HYDROXYSTEROID-DEH-CPLX				
CPLX0-7			N-acetylmuramic acid PTS permease	Enzyme II<sup>NAcMur</sup>, EII<sup>NAcMur</sup>
CYSSYNMULTI-CPLX			cysteine synthase complex	
CPLX0-3956			50S ribosomal protein complex L8	
CPLX0-8211				
CPLX0-3932			AcrAD-TolC multidrug efflux system	
CPLX0-8189				
CPLX0-3802			DNA polymerase III, &tau; subunit dimer	
CPLX0-8173			Cas2 dimer	
CPLX0-3501			7-cyano-7-deazaguanine reductase	
CPLX0-8127				
CPLX0-3161				
CPLX0-8107			small heat shock protein IbpB homodimer	
UVRABC-CPLX			UvrABC Nucleotide Excision Repair Complex	excinuclease ABC, UvrABC excinuclease, excinuclease UvrABC, excision nuclease ABC, UvrABC system excision endonuclease, ABC excision nuclease
CPLX0-2982			HflB, integral membrane ATP-dependent zinc metallopeptidase	
CPLX0-8044			molybdopterin-guanine dinucleotide biosynthesis adaptor protein	
TRANS-CPLX-204			MdtEF-TolC multidrug efflux transport system	
TRANS-CPLX-201			AcrAB-TolC multidrug efflux system	
CPLX0-251			2-methylcitrate synthase	citrate synthase 2
SULFATE-ADENYLYLTRANS-CPLX			sulfate adenylyltransferase	
CPLX0-2381			degradosome	
CPLX0-7979			monoacetylchitobiose-6-phosphate hydrolase	
RIBULPEPIM-CPLX			L-ribulose 5-phosphate 4-epimerase	
CPLX0-2161			EmrKY-TolC multidrug efflux transport system	
CPLX0-7956			CsrA dimer	
PURK-CPLX			<i>N</i><sup>5</sup>-carboxyaminoimidazole ribonucleotide synthetase	
CPLX0-1821			oligoribonuclease	
CPLX0-7933			predicted carbamoyltransferase	
PHOSPHASERDECARB-CPLX				
CPLX0-1401				
CPLX0-7906				
PC00040			CysB transcriptional dual regulator	CysB
CPLX0-1081			RNase PH	
CPLX0-7847				
ORNDECARBOX-BIO-CPLX			ornithine decarboxylase, biosynthetic	
CPLX-170			galactosamine PTS permease (cryptic)	EII<sup>Gam</sup>, Enzyme II<sup>Gam</sup>, EII<suP>GalN</sup>, Enzyme II<suP>GalN</sup>
CPLX0-7819				KefC potassium CPA2 transporter
NAP-CPLX			periplasmic nitrate reductase	Nap
CITTRANS-CPLX			citrate lyase, citrate-ACP transferase component	
CPLX0-7789			macrodomain Ter protein	
MALIC-NAD-CPLX				
B2-CPLX			ribonucleoside diphosphate reductase 1, &beta; subunit dimer	R2 protein, B2 protein
CPLX0-7744			3-keto-L-gulonate 6-phosphate decarboxylase	
KDO-8PPHOSPHAT-CPLX			3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase	
ASPCARBCAT-TRIMER			aspartate carbamoyltransferase, catalytic subunit	
CPLX0-7719				
GUANYL-KIN-CPLX			guanylate kinase	GMP kinase
APP-UBIOX-CPLX			cytochrome <i>bd</i>-II terminal oxidase	CbdAB, AppCB
CPLX0-7694				
